,description,rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,name,webSite,phoneNumber,shortUri,squareImage,city,region,yearFounded,stateCode,Primary_Key,latutide,longitude,attendanceStatus_partTime,attendanceStatus_fullTime,firstToSecondYearRetention_fullTime,firstToSecondYearRetention_partTime,overallGraduationRates_4,overallGraduationRates_6,enrollmentByGender_enrollmentMale,enrollmentByGender_enrollmentFemale,enrollmentByGender_AgeUnder18,enrollmentByGender_Age18to24,enrollmentByGender_Age25to64,enrollmentByGender_Age65andOver,graduationRateByGender_graduationMale,graduationRateByGender_graduationFemale,enrollmentByRace_americanIndian,enrollmentByRace_asian,enrollmentByRace_hawaiianPacific,enrollmentByRace_africanAmerican,enrollmentByRace_hispanic,enrollmentByRace_white,enrollmentByRace_twoRaces,enrollmentByRace_unknown,enrollmentByRace_alien,graduationRateByRace_americanIndian,graduationRateByRace_asian,graduationRateByRace_hawaiianPacific,graduationRateByRace_africanAmerican,graduationRateByRace_hispanic,graduationRateByRace_white,graduationRateByRace_twoRaces,graduationRateByRace_unknown,graduationRateByRace_alien,Twitter,Facebook,LinkedIn,Instagram,YouTube,federalGrant,pellGrant,otherFederalGrant,stateLocalGrant,institutionalGrant,anyGrant,anyLoan,federalLoan,nonFederalLoan
512,"This private Jesuit institution in Buffalo, NY, Canisius College stresses the importance of immersive learning and gives many opportunities for students to get hands-on experience through global travel and research. <br>There are more than 45 majors for students to choose from. Animal behavior is the most popular program, closely followed by accounting and psychology. Canisius has a rigorous core curriculum that encompasses liberal arts and cross-disciplinary skills such as ethical decision-making and cultural competency. <br>Canisius has more than 90 student organizations, including a large variety of academic clubs and honor societies.<br>The college offers merit scholarships of up to $16,000 for incoming freshmen. There are additional scholarships available for students in the fine arts department, as well as a mission- and service-based scholarship program.",513,Canisius College,NY,3102,Urban,92900.0,Canisius College,http://www.canisius.edu,1-800-843-1517,http://onforb.es/Nirw49,http://specials-images.forbesimg.com/imageserve/557f2520e4b017853eceb8cf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Buffalo,Northeast,1870.0,NY,451,42.925497,-78.853743,19.0,81.0,84.0,0.0,67.0,73.0,49.0,51.0,78.0,2049.0,72.0,11.0,69.0,76.0,0.3,2.5,0.1,8.7,5.8,70.1,2.4,6.3,3.8,0.0,44.0,100.0,55.0,64.0,77.0,80.0,72.0,53.0,https://twitter.com/canisiuscollege,https://www.facebook.com/canisiuscollege,http://www.linkedin.com/company/19479?trk=tyah,http://instagram.com/canisius_college,https://foursquare.com/user/6339160/list/canisius-college-campus,33.0,32.0,17.0,43.0,95.0,19632.0,68.0,67.0,15.0
513,"Millsaps College in Jackson, MS is a small, private college supported by the Methodist Church with a robust liberal arts curriculum.<br>Students can choose from over 30 majors. An intimate 9-to-1 student-to-faculty ratio provides students with individualized attention in the classroom. Millsaps is also home to a management school that offers graduate degrees.<br>Students can take part in over 60 clubs and organizations, including Greek life. Students balance the city life that comes with living in the state’s capital and residential living—over 80% of students reside on the 100-acre campus.<br>Automatic merit awards range from $18,000 to $33,000.<br>Over 90% of students are employed or in graduate school within six months of graduating.",514,Millsaps College,MS,820,Urban,92000.0,Millsaps College,http://www.millsaps.edu/,601-974-1000,http://onforb.es/NirR71,https://specials-images.forbesimg.com/imageserve/557f3aeae4b017853ecec0de/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Jackson,South,1890.0,MS,134,32.321475,-90.17764,3.0,97.0,75.0,0.0,63.0,72.0,47.0,53.0,27.0,738.0,11.0,3.0,59.0,87.0,0.9,3.0,0.0,23.0,4.3,61.5,0.0,2.3,5.0,100.0,86.0,0.0,67.0,63.0,71.0,100.0,0.0,100.0,http://twitter.com/millsapscollege,http://www.facebook.com/millsapscollege,http://www.linkedin.com/company/millsaps-college,http://instagram.com/millsapscollege#,,30.0,29.0,28.0,38.0,100.0,31896.0,64.0,64.0,8.0
514,"A member of the State University of New York system in remote Cortland, NY, SUNY Cortland is dedicated to producing the next generation of teachers. <br>SUNY Cortland was founded as a normal school in 1868 and was exclusively a teacher’s college until 1961. <br>Today, more than a quarter of students major in education and SUNY Cortland produces the most number of teacher certification candidates in New York State. <br>95% of SUNY Cortland students are from New York, though the university offers grants of up to $7,500 annually to attract out-of-state and international students. <br>The school’s unique Red Dragons nickname draws its inspiration from Mobil’s old flying red-horse logo, suggested by a football team manager in 1933.",515,SUNY Cortland,NY,6834,,84600.0,SUNY Cortland,http://cortland.edu,,,https://specials-images.forbesimg.com/imageserve/615dc5b14b19a7c36a3ba9b6/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Cortland,Northeast,1868.0,NY,924,42.607935,-76.18450969999999,7.0,93.0,80.0,0.0,55.0,71.0,43.0,57.0,232.0,5865.0,198.0,0.0,66.0,74.0,0.2,1.2,0.0,6.1,12.6,73.3,2.2,3.7,0.7,100.0,40.0,0.0,69.0,58.0,74.0,74.0,75.0,33.0,https://twitter.com/suny_cortland,https://www.facebook.com/sunycortland,,https://www.instagram.com/sunycortland/,,44.0,33.0,23.0,51.0,61.0,7996.0,68.0,68.0,13.0
515,"Originally an extension of the College of William and Mary, Old Dominion University is an independent public research university in Norfolk, VA. <br>About 25% of ODU students are military-affiliated, and the university consistently ranks as one of the country’s most military-friendly colleges. <br>ODU’s coastal location and institutes including the International Maritime Institute and the Center for Coastal Physical Oceanography enable it to be a leader in nautical research. <br>The ODU library system has more than three million volumes in its physical collection. <br>Former MLB Most Valuable Player Justin Verlander and Basketball Hall of Famer Nancy Lieberman are both ODU alumni.",516,Old Dominion University,VA,23675,Urban,89600.0,Old Dominion University,http://odu.edu,757-683-3000,http://onforb.es/MvI63x,https://specials-images.forbesimg.com/imageserve/559ad641e4b05c2c3431b133/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Norfolk,South,1930.0,VA,498,36.8889,-76.303,31.0,69.0,80.0,58.0,29.0,53.0,44.0,56.0,282.0,14046.0,4836.0,12.0,48.0,57.0,0.2,4.6,0.2,28.7,8.2,46.5,6.3,2.4,2.9,56.0,56.0,44.0,53.0,46.0,55.0,46.0,50.0,48.0,http://twitter.com/ODUnow,http://facebook.com/Old.Dominion.University,http://www.linkedin.com/company/old-dominion-university,http://instagram.com/odupics,,45.0,39.0,17.0,42.0,76.0,7641.0,70.0,69.0,9.0
516,"Messiah University is a private institution in Mechanicsburg, PA, committed to educating through the Christian faith. <br>Undergraduates can choose from approximately 70 majors, including accelerated partner programs with the University of the Sciences and Carnegie Mellon University. Popular programs include the health professions, education and business. <br>Students agree to the “Community Covenant,” which provides a Biblical framework and context for the community. Chapel services are held three days a week—attendance is required 14 times per semester—and domestic and international service projects, internships and performances are part of student life. <br>All undergraduate students receive financial aid, with scholarships for multicultural students  and those in the honors program. <br>Of the 74% of respondents in the Class of 2020, 100% report being employed or in a graduate or professional program within six to nine months after graduation. Of those going to graduate school, approximately half were studying in STEM fields.",517,Messiah University,PA,3374,Suburban,94900.0,Messiah University,http://www.messiah.edu/,717-766-2511,http://onforb.es/MvHU4u,https://specials-images.forbesimg.com/imageserve/615dc3ff3511fa80461e3a22/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Mechanicsburg,Northeast,1909.0,PA,444,40.156367,-76.992211,18.0,82.0,89.0,0.0,75.0,79.0,36.0,64.0,143.0,2516.0,47.0,3.0,80.0,79.0,0.1,2.6,0.0,3.5,5.4,80.9,3.2,0.7,3.6,100.0,80.0,0.0,63.0,74.0,80.0,72.0,100.0,78.0,https://twitter.com/messiahcollege,https://www.facebook.com/MessiahCollege,http://www.linkedin.com/groups?gid=82051&trk=anetsrch_name&goback=.gdr_1266613906634_1,http://instagram.com/messiahcollege,http://www.messiah.edu/visitors/map.html,25.0,21.0,10.0,25.0,100.0,19932.0,71.0,70.0,21.0
517,"St. Joseph’s College is a private institution founded by the Congregation of the Sisters of St. Joseph with campuses in Brooklyn and Long Island, NY. <br>The college offers over 50 undergraduate majors, including dual degree programs. Popular areas of study include education, business and the health professions. SJC also offers online programs for undergraduate and graduate studies. <br>SJC is committed to service, and students take part in hundreds of local, national and global community service and service-learning projects. <br>There are more than 25 student organizations, including Greek life. Located in the vibrant city, students have access to all of the benefits of New York City at either campus. <br>Merit awards range up to at least $17,000 annually. The college implemented a tuition freeze amid the Covid-19 pandemic.",518,St. Joseph's College (NY),NY,1185,Urban,87400.0,St. Joseph's College (NY),http://www.sjcny.edu,(631) 687-5100,http://onforb.es/MvI37X,//specials-images.forbesimg.com/imageserve/55b93279e4b05c2c3432444e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Brooklyn,Northeast,1916.0,NY,225,40.690548,-73.968304,21.0,79.0,81.0,50.0,55.0,62.0,34.0,66.0,27.0,741.0,193.0,0.0,61.0,62.0,0.3,5.2,0.3,22.5,24.4,34.0,2.9,6.2,4.2,0.0,60.0,0.0,40.0,61.0,70.0,0.0,44.0,0.0,https://twitter.com/SJCNY,https://www.facebook.com/SJCNY,https://www.linkedin.com/edu/school?id=19016&trk=tyah&trkInfo=tarId%3A1405693349596%2Ctas%3Ast.%20joseph%2Cidx%3A5-2-12,http://instagram.com/sjcny,http://www.ecampustours.com/tour-home-page-external.aspx?UnitID=&FafsaCode=002825#.UdLnfNWz6Zc,46.0,45.0,27.0,47.0,99.0,17835.0,52.0,52.0,4.0
518,"Located in the foothills of the Cascade and Siskiyou Mountains, Southern Oregon University in Ashland, OR, is a public university offering a range of studies and opportunities for outdoor adventures. <br>Undergraduates can choose from over 40 degree programs, including accelerated three-year degrees, pre-professional programs and online options. Business, psychology, education and theater arts are among popular majors. <br>Ashland is known for its natural beauty, including lakes, rivers, mountains and caves. Taking note of its natural surroundings, the university has been nationally recognized for its sustainability efforts; it was the first university in the country to be certified as a Bee Campus USA and is designated a Tree Campus by the Arbor Day foundation. <br>Merit awards range from $2,000 to $5,000 annually for non-residents, $1,000 to $3,500 annually for students participating in the Western Undergraduate Exchange, and $2,000 to $5,000 annually for residents. The Jackson/Josephine Pledge Program provides a tuition discount and mentoring for high school graduates from these areas, and students from diverse backgrounds are eligible for an annual $5,000 scholarship. <br>About 85% of recent graduates are employed or continuing their education.",519,Southern Oregon University,OR,6093,,81400.0,Southern Oregon University,,,,https://specials-images.forbesimg.com/imageserve/613792cce5e9887f2126a2c5/416x416.jpg?background=000000&cropX1=0&cropX2=739&cropY1=0&cropY2=740,,West,,OR,1052,,,44.0,56.0,70.0,53.0,25.0,46.0,37.0,63.0,2140.0,1995.0,868.0,71.0,45.0,46.0,1.4,2.3,0.8,1.8,11.2,58.2,6.8,15.8,1.7,33.0,73.0,33.0,43.0,43.0,47.0,48.0,33.0,33.0,,,,,,38.0,29.0,20.0,22.0,56.0,6073.0,100.0,100.0,
519,"A midsize, public university in Laredo, TX, Texas A&M International specializes in serving the education needs of the multilingual, multicultural US-Mexico border.<br>TAMIU offers more than 60 undergraduate majors, including a larger number of majors in business, education and health careers. <br>Students can lean into TAMIU’s specialties with a minor in International Leadership, which requires a broad survey of courses in communications, management and politics.<br>The TAMIU Dustdevils compete in 11 NCAA D2 sports.<br>Notable alumni include US Congressman Henry Cuellar, oil and gas billionaire Rodney Lewis and author Norma Elia Cantu.",520,Texas A & M International University,TX,8305,,78300.0,Texas A & M International University,http://https://www.tamiu.edu/,,,https://specials-images.forbesimg.com/imageserve/615dc28df199f0f0724d17a8/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,South,1969.0,TX,1053,,,31.0,69.0,79.0,70.0,25.0,47.0,39.0,61.0,589.0,5629.0,999.0,3.0,40.0,53.0,0.0,0.4,0.0,0.7,93.8,2.6,0.2,0.5,1.8,0.0,50.0,0.0,0.0,47.0,30.0,0.0,0.0,50.0,,,,,,76.0,64.0,9.0,84.0,44.0,9745.0,28.0,28.0,
520,"At Western Kentucky University, home to the “Hilltoppers,” students don’t just climb the hill—they climb the ladder of success. <br>Undergraduates can choose from over 100 majors and pre-professional programs across five colleges. The university has locations across the state and offers over 50 online degrees. <br>Business, the health professions and education are popular subjects, and the university is known for its journalism program. <br>The university offers over 350 student organizations, more than 30 fraternities and sororities, community service opportunities and Division I sports. <br>Academic merit awards range from $2,500 to $8,000 annually. WKU guarantees that tuition is covered for entering freshmen from Kentucky who receive Pell Grant assistance. In 2020–21, students won more than $600,000 in funding. Of successful applications, 81% were submitted by Pell Grant recipients, 54% were submitted by first-generation college students and 40% were submitted by minority students.",521,Western Kentucky University,KY,18171,Urban,83000.0,Western Kentucky University,http://www.wku.edu,270-745-0111,http://onforb.es/MvI4Zo,https://specials-images.forbesimg.com/imageserve/55b9504de4b05c2c34324618/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Bowling Green,South,1906.0,KY,551,36.987227,-86.455162,31.0,69.0,73.0,32.0,31.0,52.0,39.0,61.0,2484.0,11538.0,1847.0,26.0,42.0,54.0,0.2,2.2,0.1,8.3,4.0,79.0,3.3,0.6,2.3,50.0,48.0,50.0,30.0,43.0,56.0,41.0,47.0,45.0,http://www.twitter.com/WKUNews,https://www.facebook.com/WKUNews,https://www.linkedin.com/edu/school?id=18418&trk=vsrp_universities_res_name&trkInfo=VSRPsearchId%3A3023708651405631461835%2CVSRPtargetId%3A18418%2CVSRPcmpt%3Aprimary,http://instagram.com/wku#,www.wku.edu/tour,39.0,29.0,9.0,74.0,69.0,8255.0,53.0,52.0,6.0
521,"Founded as the first institution in Kansas, Baker University is a private university affiliated with the United Methodist Church that prides itself on its tight-knit community. <br>Baker offers about 40 areas of study. Popular programs include business, exercise science and elementary education. <br>Baker students are active outside of the classroom; 93% are involved in clubs, athletics, internships or study abroad. <br> Merit awards range from $10,000 to $18,000. Baker also offers competitive scholarships, like the prestigious Harter award, providing full tuition and the opportunity to study at Harlaxton College in England. The Lake Scholarship is a need-based award that covers the cost of attendance. <br>Almost all of recent graduates—99%—are employed or in graduate school.",522,Baker University,KS,2595,,84000.0,Baker University,,,,https://specials-images.forbesimg.com/imageserve/6137811ebeec634e031e6760/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Midwest,,KS,983,,,55.0,45.0,75.0,0.0,45.0,64.0,38.0,62.0,259.0,1064.0,349.0,0.0,66.0,62.0,1.1,2.0,0.3,8.7,7.2,74.3,3.9,1.4,1.1,67.0,100.0,50.0,53.0,42.0,69.0,67.0,54.0,50.0,,,,,,35.0,27.0,30.0,30.0,100.0,21549.0,65.0,64.0,11.0
522,"Florida Southern is a small, private liberal arts college in Lakeland, FL, affiliated with the Methodist church that prides itself on its tight community and academic rigor.<br>The school’s 113-acre campus in Central Florida is home to the “Child of the Sun,” a collection of offices, chapels, and a library designed by Frank Lloyd Wright. The Roux Library was designed by Wright’s protege Nils Schweizer.<br>Students can choose from around 40 majors, including the appropriately Floridian degree in Citrus and Horticultural Science. The school offers a number of liberal arts degrees, as well as professional programs in nursing, sports business management and marketing.<br>The “Junior Journey” guarantees that all students with four full-time semesters under their belts will have the opportunity to study abroad. <br>Florida Southern also promises to help every student get an internship during their education. The school maintains a relationship with the internship-coordinating Washington Center.",523,Florida Southern College,FL,3305,Urban,81600.0,Florida Southern College,http://https://www.flsouthern.edu/,863.680.4111,http://onforb.es/MvHOJS,//specials-images.forbesimg.com/imageserve/5d4dececec8b3e00086d3fda/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Lakeland,South,1883.0,FL,378,28.029884,-81.94365,11.0,89.0,82.0,80.0,61.0,68.0,35.0,65.0,8.0,2477.0,260.0,9.0,65.0,69.0,1.0,3.1,0.2,8.4,12.8,69.2,0.9,1.5,2.9,0.0,80.0,0.0,61.0,69.0,69.0,65.0,50.0,50.0,http://www.twitter.com/FSCofficial,http://www.facebook.com/floridasouthern,http://www.linkedin.com/company/florida-southern-college,http://instagram.com/floridasouthern,https://www.flsouthern.edu/tour/360.htm,30.0,27.0,12.0,61.0,99.0,25844.0,85.0,84.0,10.0
523,"University of Wisconsin, Platteville is a public university with specializations in STEM and agriculture that prides itself on student-centered experiences. <br>Undergraduates can choose from over 50 majors, as well as pre-professional and online programs. Popular programs include mechanical engineering, criminal justice and industrial technology management. The university also has two other campuses in Baraboo Sauk County and Richland. <br>About 90% of students participate in at least one internship, co-op, or experiential learning experience before graduating. <br>The highly competitive Chancellor’s Scholarship awards up to full tuition and fees, and students from diverse backgrounds are eligible for an annual $2,500 scholarship. The Pioneer Pledge guarantees that room and board is covered for incoming freshmen who are Wisconsin residents and are Pell Grant-eligible. <br>Over 90% of graduates remain in the Midwest.",524,University of Wisconsin-Platteville,WI,8271,,98900.0,University of Wisconsin-Platteville,,,,https://specials-images.forbesimg.com/imageserve/6137c6194f0dfb96d820a32b/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Platteville,Midwest,,WI,939,,,21.0,79.0,79.0,67.0,21.0,56.0,62.0,38.0,92.0,6674.0,706.0,5.0,54.0,60.0,0.2,1.5,0.1,2.0,5.3,86.6,2.0,0.4,1.9,100.0,41.0,67.0,42.0,47.0,57.0,58.0,100.0,31.0,,,,,,26.0,25.0,13.0,25.0,48.0,3368.0,56.0,54.0,12.0
524,"Saint Martin’s University in Lacey, WA, one of 13 Benedictine colleges and universities in the United States and Canada, prides itself on hands-on experiences and career preparation. <br>Students can choose from 60 programs, including pre-health majors, pre-professional pathways, accelerated bachelor's/master's and an intensive English as a Second Language program. Popular majors include business administration, mechanical engineering and psychology. <br>The university offers faculty-led study abroad programs and ambassador programs providing international volunteer opportunities. Scholars Day is an annual conference that features student research and creative work. <br>The Saints Promise program guarantees students a three-month paid internship if they do not secure enrollment within six months of graduation or tuition-free enrollment to a graduate program for one semester. <br>Saint Martin’s awards over $20 million in scholarships ranging from $100 to full tuition.",525,Saint Martin's University,WA,1629,,89500.0,Saint Martin's University,,,,https://specials-images.forbesimg.com/imageserve/615cca0f2ad05f2a6c556b22/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Lacey,West,,WA,929,,,18.0,82.0,78.0,50.0,58.0,67.0,47.0,53.0,3.0,1041.0,340.0,1.0,63.0,70.0,1.3,9.6,4.2,6.4,14.1,44.9,8.6,6.3,4.6,0.0,64.0,25.0,50.0,79.0,69.0,53.0,75.0,100.0,,,,,,40.0,38.0,17.0,26.0,97.0,26070.0,58.0,57.0,8.0
525,"A Catholic school in Fairfield, CT, Sacred Heart University stresses the importance of service. <br>SHU owns the highly rated Great River Golf Club 11 miles away from campus. Students at the Welch College of Business & Technology can receive golf lessons and receive discounted rates on rounds of golf. <br>Nursing, psychology and exercise science are the most popular majors. <br>SHU has more than 100 partnerships with non-profit organizations and other organizations, with volunteer opportunities including tutoring and mentoring programs with local students and a Habitat for Humanity chapter. <br>The most common fields for SHU graduates are physical therapy, accounting and occupational therapy. The pre-health emphasis is strong at SHU, as the five most common alumni employers are all Connecticut health systems.",526,Sacred Heart University,CT,9156,Suburban,101900.0,Sacred Heart University,http://https://www.sacredheart.edu/,,,//specials-images.forbesimg.com/imageserve/5b7b20d131358e0429c67a7c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416, Fairfield,Northeast,1963.0,CT,886,41.218244,-73.251925,27.0,73.0,83.0,0.0,68.0,73.0,31.0,69.0,13.0,5390.0,749.0,4.0,68.0,75.0,0.2,2.3,0.1,5.4,11.4,69.6,2.2,6.1,2.7,67.0,56.0,100.0,93.0,72.0,73.0,75.0,73.0,80.0,https://twitter.com/sacredheartuniv?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/SacredHeartUniversity/,,,,16.0,19.0,10.0,5.0,98.0,18130.0,68.0,67.0,16.0
526,"SUNY Oneonta is a public college within the State University of New York system with pre-professional specializations. <br>Undergraduates can choose from over 40 majors, as well as pre-health and pre-law advising tracks. Business, education and communications are among popular programs. The college also offers cooperative programs with other institutions, like with Clarkson University for an MBA,  a one-year program at the Fashion Institute of Technology and 3-2 engineering programs with a number of engineering schools. <br>SUNY Oneonta offers 13 study abroad programs and other short-term faculty-led trips. More than 500 students complete internships annually. <br>Students can engage with more than 100 student organizations and Greek life. Oneonta is located among the foothills of the Catskill Mountains. <br>SUNY Oneonta awarded more than $5.7 million in scholarships in 2020–21. Merit awards range up to $20,000 over four years for New York residents and $32,000 for students coming from out of state.",527,"SUNY, College at Oneonta",NY,6528,Rural,90700.0,"SUNY, College at Oneonta",http://www.oneonta.edu/home/default.asp,607/436-3500,http://onforb.es/1uAcOyW,//specials-images.forbesimg.com/imageserve/5d680a69fead280008928a62/416x416.jpg?background=000000&cropX1=0&cropX2=446&cropY1=0&cropY2=446,Oneonta,Northeast,1889.0,NY,790,,,7.0,93.0,80.0,0.0,66.0,76.0,37.0,63.0,343.0,5612.0,107.0,2.0,74.0,77.0,0.7,2.0,0.1,4.7,14.8,71.5,2.0,3.7,0.5,67.0,73.0,0.0,74.0,72.0,77.0,0.0,64.0,67.0,https://twitter.com/SUNY_Oneonta,https://www.facebook.com/SUNYOneonta,https://www.linkedin.com/edu/school?id=19037,http://instagram.com/sunyoneonta,https://www.youtube.com/user/SUNYOneonta,38.0,35.0,9.0,56.0,65.0,9033.0,65.0,64.0,10.0
527,"Bowie State University, Maryland’s first historically Black public university, provides students with experiential learning opportunities to prepare them for their careers. <br>Undergraduates can choose from over 20 majors across four colleges. Popular programs include business administration, criminal justice and communications. Bowie is home to Maryland’s first program in hip-hop studies and visual culture. <br>The Entrepreneurship Academy helps students develop entrepreneurial skills through incubator programs and coaching, and undergraduates are able to conduct original research with faculty mentors through the Semester-based Undergraduate Research Institute. <br>Student life is accented by 50 clubs and more than 10 Greek letter organizations. The university is located less than an hour away from Annapolis, MD and Washington, D.C., providing students with easy access to internships and cultural experiences. <br>In 2020, billionaire MacKenzie Scott donated $25 million to the university—the largest in BSU’s history—which will go toward its endowment.",528,Bowie State University,MD,6171,,85100.0,Bowie State University,http://www.bowiestate.edu/home/,301-860-4000,http://onforb.es/MvI6Rd,https://specials-images.forbesimg.com/imageserve/613782bd197a341f7d445a1e/416x416.jpg?background=000000&cropX1=0&cropX2=415&cropY1=0&cropY2=415,Bowie,Northeast,1865.0,MD,621,39.016307,-76.76282,22.0,78.0,70.0,27.0,16.0,43.0,38.0,62.0,179.0,4197.0,848.0,3.0,36.0,48.0,0.2,1.6,0.2,80.4,4.2,2.8,3.9,3.0,3.7,100.0,67.0,0.0,44.0,29.0,40.0,26.0,25.0,60.0,https://twitter.com/bowiestate,https://www.facebook.com/bowiestate,http://www.linkedin.com/company/bowie-state-university,,https://www.youtube.com/user/bsutv,59.0,51.0,7.0,38.0,44.0,8694.0,72.0,71.0,4.0
528,"Located on the shore of Lake Ontario, SUNY College at Oswego is a public college that provides students with a wide range of hands-on experiences without compromising individualized attention. <br>Undergraduates can choose from about 60 majors, as well as five-year accelerated degrees. Business, communications and education are the most popular areas of study. SUNY Oswego also has a Syracuse campus with programs designed for transfer and returning students. <br>About 800 students complete internships and co-ops annually, and students can take part in more than 80 study abroad programs. <br>SUNY Oswego annually provides more than $6.5 million in merit-based scholarships. The Oswego Guarantee promises no increase in the cost of room or meal plans for four consecutive academic years. Students who graduate on time receive a $300 bonus from the college. <br>About 94% of graduates are employed or continuing their education.",529,SUNY College at Oswego,NY,7830,,85900.0,SUNY College at Oswego,,,,https://specials-images.forbesimg.com/imageserve/6137932912109d898e445a1e/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Northeast,,NY,949,,,12.0,88.0,77.0,100.0,52.0,67.0,48.0,52.0,296.0,6158.0,464.0,2.0,65.0,68.0,0.4,2.6,0.0,9.8,11.8,68.9,3.1,0.9,2.5,67.0,73.0,100.0,61.0,59.0,69.0,59.0,100.0,40.0,,,,,,47.0,44.0,22.0,66.0,91.0,8748.0,73.0,72.0,10.0
529,"Growing from a small training school for teachers to a comprehensive university, the University of Central Missouri in Warrensburg, MO is one of the oldest universities in the state. <br>UCM offers more than 150 degree programs across four colleges that house 16 schools. Popular programs include nursing, criminal justice and education. The Lee’s Summit campus is geared toward undergraduate completion, and the university also offers fully online programs. <br>UCM has more than 200 student organizations, Division II athletics and Greek life. More than 87% of undergraduates hail from Missouri. <br>The university awards about $21 million in institutional aid and $1.3 million in scholarships annually. <br>About 95% of the class of 2020 is working or continuing their education within six months of graduating.",530,University of Central Missouri,MO,11229,,82700.0,University of Central Missouri,,,,https://specials-images.forbesimg.com/imageserve/61379b80d5d54c5993ebcb5d/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,Midwest,,MO,1055,,,33.0,67.0,74.0,29.0,30.0,51.0,43.0,57.0,1029.0,6690.0,1144.0,3.0,46.0,55.0,0.3,1.0,0.2,7.4,4.5,74.2,4.1,1.5,6.8,67.0,58.0,0.0,37.0,48.0,55.0,35.0,33.0,50.0,,,,,,38.0,31.0,11.0,34.0,62.0,5739.0,59.0,58.0,10.0
530,"Located in the heart of Jersey City, Saint Peter’s University is New Jersey’s only Jesuit university. <br>Undergraduates can choose from over 50 majors, as well as pre-professional programs with the New Jersey Institute of Technology, Rutgers University, Seton Hall University and the University of Medicine and Dentistry of New Jersey. Popular majors include biology, business and criminal justice. <br>Saint Peter’s also offers classes in New York City, utilizing its close proximity to provide students with robust job and internship opportunities. <br>In line with its Jesuit values, the university runs a number of community service projects that over 700 students take part in annually. Campus ministry runs a robust retreat program to encourage spiritual discovery. <br>Saint Peter’s is a Hispanic-serving institution, with almost half of the student body identifying as such. The majority of students hail from New Jersey, and about half are Pell Grant recipients.",531,Saint Peter's University,NJ,3233,,98100.0,Saint Peter's University,,,,https://specials-images.forbesimg.com/imageserve/615cc2bb816b3883a4dc6414/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,Jersey City,Northeast,,NJ,940,,,25.0,75.0,81.0,0.0,47.0,60.0,36.0,64.0,63.0,2107.0,250.0,2.0,53.0,65.0,0.2,7.5,0.4,19.4,40.7,16.9,1.0,10.6,3.3,0.0,68.0,0.0,47.0,62.0,72.0,64.0,33.0,54.0,,,,,,67.0,62.0,9.0,66.0,100.0,34136.0,47.0,47.0,3.0
531,"The largest institution among the 13-school Christian College Consortium, Bethel University is a private Evangelical Christian college located in suburban Arden Hills, MN. <br>A 20-minute drive from Minneapolis and St. Paul, Bethel’s lakeside campus spans 247 acres. <br>Student life is dictated by Bethel’s “Covenant for Life Together,” which discourages alcoholic consumption, gambling, homosexual acts and extramarital intercourse. <br>Nursing is the most popular major at Bethel, and the integration of Christian faith is emphasized in the nursing education. <br>Bethel offers 11 pre-professional programs, including pre-law, actuarial science, pre-chiropractic medicine and pre-physical therapy.",532,Bethel University,MN,4005,Suburban,85300.0,Bethel University,http://www.bethel.edu/,651-638-6400,http://onforb.es/NirEk9,//specials-images.forbesimg.com/imageserve/559c26cbe4b05c2c3431b984/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,Saint Paul,Midwest,1871.0,MN,424,45.058619,-93.159909,32.0,68.0,83.0,73.0,64.0,73.0,37.0,63.0,94.0,2302.0,400.0,3.0,75.0,72.0,0.6,4.3,0.1,5.1,4.7,76.5,3.6,4.2,0.9,100.0,64.0,0.0,33.0,55.0,75.0,55.0,100.0,100.0,https://twitter.com/BethelU,https://www.facebook.com/betheluniversity,https://www.linkedin.com/company/bethel-university,https://instagram.com/bethelumn,,24.0,26.0,5.0,39.0,100.0,24792.0,68.0,67.0,18.0
